Wavelength (nm),Sum(calc),Cr I (1.6e-2),Cr II (1.6e-1),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (2.7e-2),Ni II (8.6e-2),Ni III (2.9e-6),Mo I (1.4e-3)
322.75,7.760e+3,4.190e-15,1.254e-15,4.087e+3,3.551e+3,8.493e-25,4.092e+1,,2.198e-27,8.033e+1
322.77,7.382e+3,1.958e-14,1.254e-15,3.658e+3,3.606e+3,8.490e-25,2.748e+1,,2.199e-27,8.992e+1
322.8,6.701e+3,1.869e-13,1.253e-15,3.102e+3,3.483e+3,8.487e-25,1.442e+1,,2.200e-27,1.015e+2
322.82,6.179e+3,8.095e-13,1.253e-15,2.787e+3,3.276e+3,8.484e-25,9.271e+0,,2.201e-27,1.069e+2
322.85,5.326e+3,6.891e-12,1.253e-15,2.390e+3,2.820e+3,8.481e-25,5.369e+0,,2.203e-27,1.106e+2
322.87,4.744e+3,2.765e-11,1.253e-15,2.173e+3,2.456e+3,8.478e-25,4.850e+0,,2.204e-27,1.104e+2
322.9,3.915e+3,2.100e-10,1.252e-15,1.917e+3,1.885e+3,8.475e-25,7.329e+0,,2.206e-27,1.062e+2
322.92,3.424e+3,7.808e-10,1.252e-15,1.790e+3,1.520e+3,8.472e-25,1.190e+1,,2.207e-27,1.014e+2
322.95,2.821e+3,5.288e-9,1.252e-15,1.664e+3,1.039e+3,8.469e-25,2.593e+1,,2.208e-27,9.203e+1
322.97,2.519e+3,1.822e-8,1.252e-15,1.615e+3,7.763e+2,8.466e-25,4.277e+1,,2.209e-27,8.497e+1
323,2.214e+3,1.101e-7,1.252e-15,1.581e+3,4.731e+2,8.463e-25,8.603e+1,,2.211e-27,7.416e+1
323.02,2.099e+3,3.516e-7,1.251e-15,1.573e+3,3.272e+2,8.461e-25,1.321e+2,,2.212e-27,6.744e+1
323.05,2.040e+3,1.895e-6,1.251e-15,1.565e+3,1.777e+2,8.457e-25,2.374e+2,,2.214e-27,5.919e+1
323.07,2.065e+3,5.606e-6,1.251e-15,1.558e+3,1.138e+2,8.455e-25,3.378e+2,,2.215e-27,5.558e+1
323.09,2.136e+3,1.609e-5,1.251e-15,1.545e+3,7.072e+1,8.452e-25,4.662e+2,,2.216e-27,5.396e+1
323.12,2.325e+3,7.391e-5,1.251e-15,1.523e+3,3.269e+1,8.449e-25,7.143e+2,,2.217e-27,5.596e+1
323.14,2.504e+3,1.966e-4,1.250e-15,1.510e+3,1.881e+1,8.446e-25,9.140e+2,,2.219e-27,6.044e+1
323.17,2.839e+3,8.056e-4,1.250e-15,1.509e+3,7.747e+0,8.443e-25,1.251e+3,,2.220e-27,7.154e+1
323.19,3.096e+3,1.986e-3,1.250e-15,1.526e+3,4.127e+0,8.440e-25,1.485e+3,,2.221e-27,8.121e+1
323.22,3.495e+3,7.259e-3,1.250e-15,1.580e+3,1.515e+0,8.437e-25,1.816e+3,,2.223e-27,9.723e+1
323.24,3.744e+3,1.658e-2,1.250e-15,1.633e+3,7.476e-1,8.434e-25,2.003e+3,,2.224e-27,1.075e+2
323.27,4.038e+3,5.409e-2,1.249e-15,1.720e+3,2.446e-1,8.431e-25,2.197e+3,,2.226e-27,1.199e+2
323.29,4.154e+3,1.145e-1,1.249e-15,1.773e+3,1.118e-1,8.428e-25,2.256e+3,,2.227e-27,1.248e+2
323.32,4.174e+3,3.334e-1,1.249e-15,1.818e+3,3.259e-2,8.425e-25,2.230e+3,,2.228e-27,1.257e+2
323.34,4.079e+3,6.542e-1,1.249e-15,1.815e+3,1.379e-2,8.423e-25,2.141e+3,,2.229e-27,1.219e+2
323.37,3.783e+3,1.699e+0,1.249e-15,1.748e+3,3.583e-3,8.419e-25,1.923e+3,,2.231e-27,1.104e+2
323.39,3.501e+3,3.091e+0,1.248e-15,1.660e+3,1.404e-3,8.417e-25,1.738e+3,,2.232e-27,9.992e+1
323.42,2.997e+3,7.163e+0,1.248e-15,1.472e+3,3.252e-4,8.413e-25,1.435e+3,,2.234e-27,8.232e+1
323.44,2.635e+3,1.208e+1,1.248e-15,1.319e+3,1.180e-4,8.411e-25,1.233e+3,,2.235e-27,7.085e+1
323.46,2.274e+3,1.976e+1,1.248e-15,1.153e+3,4.153e-5,8.408e-25,1.041e+3,,2.236e-27,6.067e+1
323.49,1.771e+3,3.906e+1,1.248e-15,8.986e+2,8.186e-6,8.405e-25,7.836e+2,,2.237e-27,4.940e+1
323.51,1.479e+3,5.923e+1,1.247e-15,7.373e+2,2.668e-6,8.402e-25,6.370e+2,,2.238e-27,4.518e+1
323.54,1.126e+3,1.045e+2,1.247e-15,5.228e+2,4.686e-7,8.399e-25,4.550e+2,,2.240e-27,4.413e+1
323.56,9.547e+2,1.470e+2,1.247e-15,4.039e+2,1.415e-7,8.396e-25,3.572e+2,,2.241e-27,4.666e+1
323.59,7.932e+2,2.315e+2,1.247e-15,2.658e+2,2.214e-8,8.393e-25,2.416e+2,,2.243e-27,5.418e+1
323.61,7.458e+2,3.018e+2,1.247e-15,2.009e+2,6.190e-9,8.390e-25,1.824e+2,,2.244e-27,6.071e+1
323.64,7.534e+2,4.245e+2,1.246e-15,1.425e+2,8.635e-10,8.387e-25,1.155e+2,,2.245e-27,7.083e+1
323.66,8.011e+2,5.132e+2,1.246e-15,1.283e+2,2.235e-10,8.385e-25,8.297e+1,,2.246e-27,7.665e+1
323.69,9.180e+2,6.446e+2,1.246e-15,1.426e+2,2.779e-11,8.381e-25,4.842e+1,,2.248e-27,8.230e+1
323.71,1.015e+3,7.227e+2,1.246e-15,1.758e+2,6.663e-12,8.379e-25,3.280e+1,,2.249e-27,8.333e+1
323.74,1.169e+3,8.109e+2,1.245e-15,2.608e+2,7.383e-13,8.375e-25,1.742e+1,,2.251e-27,8.036e+1
323.76,1.270e+3,8.432e+2,1.245e-15,3.405e+2,1.639e-13,8.373e-25,1.105e+1,,2.252e-27,7.555e+1
323.79,1.406e+3,8.452e+2,1.245e-15,4.902e+2,1.619e-14,8.369e-25,5.319e+0,,2.253e-27,6.507e+1
323.81,1.480e+3,8.153e+2,1.245e-15,6.050e+2,3.328e-15,8.367e-25,3.189e+0,,2.255e-27,5.671e+1
323.83,1.539e+3,7.632e+2,1.245e-15,7.256e+2,6.635e-16,8.364e-25,1.930e+0,,2.256e-27,4.794e+1
323.86,1.591e+3,6.534e+2,1.244e-15,9.010e+2,5.576e-17,8.361e-25,1.136e+0,,2.257e-27,3.519e+1
323.88,1.599e+3,5.675e+2,1.244e-15,1.002e+3,5.458e-17,8.358e-25,1.171e+0,,2.258e-27,2.756e+1
323.91,1.565e+3,4.343e+2,1.244e-15,1.111e+3,5.281e-17,8.355e-25,2.151e+0,,2.260e-27,1.804e+1
323.93,1.512e+3,3.500e+2,1.244e-15,1.145e+3,5.163e-17,8.353e-25,3.704e+0,,2.261e-27,1.309e+1
323.96,1.388e+3,2.394e+2,1.244e-15,1.133e+3,4.986e-17,8.349e-25,8.378e+0,,2.263e-27,7.643e+0
323.98,1.281e+3,1.791e+2,1.243e-15,1.083e+3,4.868e-17,8.347e-25,1.402e+1,,2.264e-27,5.141e+0
324.01,1.097e+3,1.095e+2,1.243e-15,9.562e+2,4.691e-17,8.343e-25,2.876e+1,,2.265e-27,2.682e+0
324.03,9.712e+2,7.604e+1,1.243e-15,8.487e+2,4.573e-17,8.341e-25,4.470e+1,,2.266e-27,1.679e+0
324.06,7.989e+2,4.159e+1,1.243e-15,6.746e+2,4.396e-17,8.337e-25,8.184e+1,,2.268e-27,8.057e-1
324.08,7.079e+2,2.680e+1,1.243e-15,5.627e+2,4.278e-17,8.335e-25,1.179e+2,,2.269e-27,5.036e-1
324.11,6.260e+2,1.312e+1,1.242e-15,4.200e+2,4.101e-17,8.331e-25,1.926e+2,,2.271e-27,3.132e-1
324.13,6.156e+2,7.847e+0,1.242e-15,3.503e+2,3.983e-17,8.329e-25,2.571e+2,,2.272e-27,3.108e-1
324.16,6.725e+2,3.435e+0,1.242e-15,2.939e+2,3.806e-17,8.325e-25,3.747e+2,,2.273e-27,4.614e-1
324.18,7.582e+2,1.908e+0,1.242e-15,2.920e+2,3.689e-17,8.323e-25,4.636e+2,,2.274e-27,6.685e-1
324.2,8.786e+2,1.029e+0,1.242e-15,3.202e+2,3.571e-17,8.320e-25,5.564e+2,,2.276e-27,9.744e-1
324.23,1.111e+3,3.856e-1,1.241e-15,4.181e+2,3.394e-17,8.317e-25,6.911e+2,,2.277e-27,1.653e+0
324.25,1.289e+3,1.931e-1,1.241e-15,5.179e+2,3.276e-17,8.315e-25,7.688e+2,,2.278e-27,2.273e+0
324.28,1.565e+3,6.475e-2,1.241e-15,7.095e+2,3.099e-17,8.311e-25,8.520e+2,,2.280e-27,3.466e+0
324.3,1.738e+3,3.011e-2,1.241e-15,8.557e+2,2.981e-17,8.309e-25,8.783e+2,,2.281e-27,4.424e+0
324.33,1.955e+3,9.036e-3,1.241e-15,1.080e+3,2.804e-17,8.305e-25,8.683e+2,,2.283e-27,6.031e+0
324.35,2.055e+3,3.903e-3,1.240e-15,1.218e+3,2.686e-17,8.303e-25,8.296e+2,,2.284e-27,7.147e+0
324.38,2.120e+3,1.048e-3,1.240e-15,1.379e+3,2.509e-17,8.299e-25,7.317e+2,,2.285e-27,8.736e+0
324.4,2.101e+3,4.204e-4,1.240e-15,1.444e+3,2.391e-17,8.297e-25,6.479e+2,,2.286e-27,9.649e+0
324.43,1.982e+3,1.011e-4,1.240e-15,1.461e+3,2.214e-17,8.293e-25,5.098e+2,,2.288e-27,1.068e+1
324.45,1.848e+3,3.765e-5,1.240e-15,1.419e+3,2.096e-17,8.291e-25,4.184e+2,,2.289e-27,1.113e+1
324.48,1.590e+3,8.097e-6,1.239e-15,1.285e+3,1.919e-17,8.287e-25,2.937e+2,,2.291e-27,1.150e+1
324.5,1.395e+3,2.801e-6,1.239e-15,1.160e+3,1.801e-17,8.285e-25,2.234e+2,,2.292e-27,1.165e+1
324.53,1.100e+3,5.391e-7,1.239e-15,9.484e+2,1.624e-17,8.281e-25,1.399e+2,,2.293e-27,1.200e+1
324.55,9.177e+2,1.732e-7,1.239e-15,8.066e+2,1.506e-17,8.279e-25,9.860e+1,,2.294e-27,1.249e+1
324.57,7.570e+2,5.401e-8,1.239e-15,6.763e+2,1.388e-17,8.277e-25,6.741e+1,,2.295e-27,1.331e+1
324.6,5.700e+2,8.895e-9,1.238e-15,5.187e+2,1.211e-17,8.273e-25,3.599e+1,,2.297e-27,1.530e+1
324.62,4.856e+2,2.575e-9,1.238e-15,4.457e+2,1.093e-17,8.271e-25,2.280e+1,,2.298e-27,1.715e+1
324.65,4.185e+2,3.795e-10,1.238e-15,3.871e+2,9.161e-18,8.267e-25,1.086e+1,,2.300e-27,2.050e+1
324.67,4.089e+2,1.020e-10,1.238e-15,3.796e+2,7.981e-18,8.265e-25,6.378e+0,,2.301e-27,2.292e+1
324.7,4.344e+2,1.344e-11,1.237e-15,4.053e+2,6.211e-18,8.261e-25,2.710e+0,,2.302e-27,2.635e+1
324.72,4.685e+2,3.353e-12,1.237e-15,4.388e+2,5.032e-18,8.259e-25,1.475e+0,,2.303e-27,2.821e+1
324.75,5.282e+2,3.950e-13,1.237e-15,4.977e+2,3.262e-18,8.255e-25,5.592e-1,,2.305e-27,2.993e+1
324.77,5.639e+2,9.147e-14,1.237e-15,5.334e+2,2.082e-18,8.253e-25,2.820e-1,,2.306e-27,3.024e+1
324.8,5.981e+2,9.635e-15,1.237e-15,5.686e+2,2.658e-17,8.249e-25,9.539e-2,,2.308e-27,2.945e+1
324.82,6.028e+2,2.070e-15,1.236e-15,5.745e+2,1.337e-16,8.247e-25,4.458e-2,,2.309e-27,2.822e+1
324.85,5.790e+2,1.949e-16,1.236e-15,5.533e+2,1.425e-15,8.243e-25,1.345e-2,,2.310e-27,2.571e+1
324.87,5.440e+2,3.242e-17,1.236e-15,5.202e+2,6.650e-15,8.241e-25,5.828e-3,,2.312e-27,2.385e+1
324.9,4.696e+2,2.768e-18,1.236e-15,4.484e+2,6.336e-14,8.237e-25,1.569e-3,,2.313e-27,2.122e+1
324.92,4.110e+2,4.166e-18,1.236e-15,3.912e+2,2.743e-13,8.235e-25,6.299e-4,,2.314e-27,1.976e+1
324.95,3.197e+2,6.263e-18,1.235e-15,3.015e+2,2.336e-12,8.231e-25,1.513e-4,,2.316e-27,1.817e+1
324.97,2.619e+2,7.660e-18,1.235e-15,2.444e+2,9.382e-12,8.229e-25,5.629e-5,,2.317e-27,1.752e+1
324.99,2.099e+2,9.058e-18,1.235e-15,1.928e+2,3.657e-11,8.227e-25,2.031e-5,,2.318e-27,1.717e+1
325.02,1.467e+2,1.115e-17,1.235e-15,1.296e+2,2.661e-10,8.223e-25,4.159e-6,,2.320e-27,1.708e+1
325.04,1.156e+2,1.255e-17,1.235e-15,9.845e+1,9.625e-10,8.221e-25,1.391e-6,,2.321e-27,1.719e+1
325.07,8.622e+1,1.465e-17,1.234e-15,6.882e+1,6.260e-9,8.217e-25,2.541e-7,,2.322e-27,1.740e+1
325.09,7.800e+1,1.605e-17,1.234e-15,6.054e+1,2.101e-8,8.215e-25,7.875e-8,,2.323e-27,1.746e+1
325.12,8.296e+1,1.814e-17,1.234e-15,6.571e+1,1.221e-7,8.211e-25,1.283e-8,,2.325e-27,1.725e+1
325.14,9.843e+1,1.954e-17,1.234e-15,8.159e+1,3.804e-7,8.209e-25,3.686e-9,,2.326e-27,1.684e+1
325.17,1.420e+2,2.164e-17,1.234e-15,1.262e+2,1.977e-6,8.205e-25,5.360e-10,,2.328e-27,1.575e+1
325.19,1.862e+2,2.303e-17,1.233e-15,1.715e+2,5.714e-6,8.203e-25,1.427e-10,,2.329e-27,1.472e+1
325.22,2.775e+2,2.513e-17,1.233e-15,2.647e+2,2.655e-5,8.199e-25,1.851e-11,,2.330e-27,1.282e+1
325.24,3.556e+2,2.653e-17,1.233e-15,3.442e+2,7.121e-5,8.197e-25,4.566e-12,,2.331e-27,1.143e+1
325.27,4.962e+2,2.863e-17,1.233e-15,4.867e+2,2.958e-4,8.193e-25,5.285e-13,,2.333e-27,9.445e+0
325.29,6.018e+2,3.002e-17,1.233e-15,5.935e+2,7.365e-4,8.191e-25,1.208e-13,,2.334e-27,8.372e+0
325.32,7.673e+2,3.212e-17,1.232e-15,7.599e+2,2.735e-3,8.188e-25,1.248e-14,,2.336e-27,7.495e+0
325.34,8.738e+2,3.352e-17,1.232e-15,8.662e+2,6.321e-3,8.185e-25,2.644e-15,,2.337e-27,7.616e+0
325.36,9.693e+2,3.491e-17,1.232e-15,9.608e+2,1.418e-2,8.183e-25,5.434e-16,,2.338e-27,8.478e+0
325.39,1.078e+3,3.701e-17,1.232e-15,1.066e+3,4.503e-2,8.179e-25,4.782e-17,,2.340e-27,1.146e+1
325.41,1.119e+3,3.841e-17,1.232e-15,1.104e+3,9.375e-2,8.177e-25,4.769e-17,,2.341e-27,1.473e+1
325.44,1.126e+3,4.051e-17,1.231e-15,1.104e+3,2.663e-1,8.173e-25,4.749e-17,,2.342e-27,2.170e+1
325.46,1.094e+3,4.190e-17,1.231e-15,1.066e+3,5.147e-1,8.171e-25,4.736e-17,,2.343e-27,2.764e+1
325.49,9.980e+2,4.400e-17,1.231e-15,9.586e+2,1.308e+0,8.167e-25,4.716e-17,,2.345e-27,3.808e+1
325.51,9.100e+2,4.540e-17,1.231e-15,8.621e+2,2.346e+0,8.165e-25,4.703e-17,,2.346e-27,4.559e+1
325.54,7.586e+2,4.749e-17,1.230e-15,6.967e+2,5.332e+0,8.161e-25,4.683e-17,,2.348e-27,5.661e+1
325.56,6.550e+2,4.889e-17,1.230e-15,5.830e+2,8.880e+0,8.159e-25,4.670e-17,,2.349e-27,6.304e+1
325.59,5.109e+2,5.099e-17,1.230e-15,4.228e+2,1.805e+1,8.155e-25,4.650e-17,,2.350e-27,7.011e+1
325.61,4.295e+2,5.239e-17,1.230e-15,3.290e+2,2.792e+1,8.153e-25,4.637e-17,,2.351e-27,7.254e+1
325.64,3.369e+2,5.448e-17,1.230e-15,2.138e+2,5.078e+1,8.150e-25,4.617e-17,,2.353e-27,7.229e+1
325.66,2.971e+2,5.588e-17,1.229e-15,1.546e+2,7.290e+1,8.147e-25,4.604e-17,,2.354e-27,6.960e+1
325.69,2.711e+2,5.798e-17,1.229e-15,8.999e+1,1.186e+2,8.144e-25,4.584e-17,,2.356e-27,6.249e+1
325.71,2.749e+2,5.937e-17,1.229e-15,6.045e+1,1.581e+2,8.141e-25,4.571e-17,,2.357e-27,5.633e+1
325.73,2.937e+2,6.077e-17,1.229e-15,3.942e+1,2.047e+2,8.139e-25,4.558e-17,,2.358e-27,4.964e+1
325.76,3.443e+2,6.287e-17,1.229e-15,1.963e+1,2.850e+2,8.135e-25,4.538e-17,,2.359e-27,3.969e+1
325.78,3.881e+2,6.427e-17,1.228e-15,1.189e+1,3.425e+2,8.133e-25,4.524e-17,,2.361e-27,3.369e+1
325.81,4.583e+2,6.636e-17,1.228e-15,5.294e+0,4.268e+2,8.129e-25,4.505e-17,,2.362e-27,2.625e+1
325.83,5.017e+2,6.776e-17,1.228e-15,2.974e+0,4.763e+2,8.127e-25,4.491e-17,,2.363e-27,2.245e+1
325.86,5.506e+2,6.986e-17,1.228e-15,1.184e+0,5.311e+2,8.123e-25,4.472e-17,,2.365e-27,1.836e+1
325.88,5.674e+2,7.125e-17,1.228e-15,6.172e-1,5.503e+2,8.121e-25,4.458e-17,,2.366e-27,1.650e+1
325.91,5.639e+2,7.335e-17,1.227e-15,2.197e-1,5.491e+2,8.117e-25,4.438e-17,,2.368e-27,1.459e+1
325.93,5.422e+2,7.475e-17,1.227e-15,1.065e-1,5.284e+2,8.115e-25,4.425e-17,,2.369e-27,1.370e+1
325.96,4.846e+2,7.684e-17,1.227e-15,3.499e-2,4.718e+2,8.112e-25,4.405e-17,,2.370e-27,1.275e+1
325.98,4.340e+2,7.824e-17,1.227e-15,1.815e-2,4.216e+2,8.109e-25,4.392e-17,,2.371e-27,1.238e+1
326.01,3.492e+2,8.034e-17,1.227e-15,1.505e-2,3.369e+2,8.106e-25,4.372e-17,,2.373e-27,1.238e+1
326.03,2.925e+2,8.174e-17,1.226e-15,2.596e-2,2.795e+2,8.103e-25,4.359e-17,,2.374e-27,1.293e+1
326.06,2.148e+2,8.383e-17,1.226e-15,7.749e-2,1.999e+2,8.100e-25,4.339e-17,,2.376e-27,1.489e+1
326.08,1.713e+2,8.523e-17,1.226e-15,1.609e-1,1.540e+2,8.097e-25,4.326e-17,,2.377e-27,1.712e+1
326.1,1.357e+2,8.663e-17,1.226e-15,3.253e-1,1.152e+2,8.095e-25,4.313e-17,,2.378e-27,2.016e+1
326.13,9.766e+1,8.873e-17,1.226e-15,8.855e-1,7.051e+1,8.091e-25,4.293e-17,,2.379e-27,2.627e+1
326.15,8.192e+1,9.012e-17,1.225e-15,1.663e+0,4.898e+1,8.089e-25,4.280e-17,,2.380e-27,3.127e+1
326.18,7.076e+1,9.222e-17,1.225e-15,4.045e+0,2.682e+1,8.085e-25,4.260e-17,,2.382e-27,3.989e+1
326.2,7.052e+1,9.362e-17,1.225e-15,7.047e+0,1.730e+1,8.083e-25,4.247e-17,,2.383e-27,4.618e+1
326.23,7.984e+1,9.571e-17,1.225e-15,1.532e+1,8.478e+0,8.079e-25,4.227e-17,,2.385e-27,5.604e+1
326.25,9.259e+1,9.711e-17,1.225e-15,2.476e+1,5.078e+0,8.077e-25,4.214e-17,,2.386e-27,6.275e+1
326.28,1.231e+2,9.921e-17,1.224e-15,4.809e+1,2.226e+0,8.074e-25,4.194e-17,,2.387e-27,7.278e+1
326.3,1.527e+2,1.006e-16,1.224e-15,7.211e+1,1.238e+0,8.071e-25,4.181e-17,,2.388e-27,7.932e+1
326.33,2.143e+2,1.027e-16,1.224e-15,1.251e+2,4.856e-1,8.068e-25,4.161e-17,,2.390e-27,8.863e+1
326.35,2.686e+2,1.041e-16,1.224e-15,1.741e+2,2.507e-1,8.065e-25,4.147e-17,,2.391e-27,9.424e+1
326.38,3.712e+2,1.062e-16,1.223e-15,2.700e+2,8.797e-2,8.062e-25,4.128e-17,,2.393e-27,1.012e+2
326.4,4.528e+2,1.076e-16,1.223e-15,3.484e+2,4.217e-2,8.059e-25,4.114e-17,,2.394e-27,1.043e+2
326.43,5.891e+2,1.097e-16,1.223e-15,4.829e+2,1.324e-2,8.056e-25,4.095e-17,,2.395e-27,1.062e+2
326.45,6.833e+2,1.111e-16,1.223e-15,5.782e+2,5.890e-3,8.053e-25,4.081e-17,,2.397e-27,1.052e+2
326.47,7.740e+2,1.125e-16,1.223e-15,6.718e+2,2.544e-3,8.051e-25,4.068e-17,,2.398e-27,1.023e+2
326.5,8.899e+2,1.146e-16,1.222e-15,7.953e+2,6.831e-4,8.047e-25,4.048e-17,,2.399e-27,9.463e+1
326.52,9.449e+2,1.160e-16,1.222e-15,8.572e+2,2.739e-4,8.045e-25,4.035e-17,,2.400e-27,8.767e+1
326.55,9.822e+2,1.181e-16,1.222e-15,9.068e+2,6.577e-5,8.041e-25,4.015e-17,,2.402e-27,7.536e+1
326.57,9.734e+2,1.195e-16,1.222e-15,9.069e+2,2.448e-5,8.039e-25,4.002e-17,,2.403e-27,6.652e+1
326.6,9.106e+2,1.216e-16,1.222e-15,8.573e+2,5.257e-6,8.036e-25,3.982e-17,,2.405e-27,5.332e+1
326.62,8.405e+2,1.230e-16,1.221e-15,7.955e+2,1.816e-6,8.033e-25,3.969e-17,,2.406e-27,4.503e+1
326.65,7.063e+2,1.251e-16,1.221e-15,6.723e+2,3.488e-7,8.030e-25,3.949e-17,,2.407e-27,3.393e+1
326.67,6.069e+2,1.265e-16,1.221e-15,5.793e+2,1.118e-7,8.027e-25,3.936e-17,,2.408e-27,2.759e+1
326.7,4.590e+2,1.286e-16,1.221e-15,4.392e+2,1.920e-8,8.024e-25,3.916e-17,,2.410e-27,1.979e+1
326.72,3.692e+2,1.300e-16,1.221e-15,3.535e+2,5.714e-9,8.021e-25,3.903e-17,,2.411e-27,1.573e+1
326.75,2.578e+2,1.321e-16,1.220e-15,2.465e+2,8.771e-10,8.018e-25,3.883e-17,,2.413e-27,1.129e+1
326.77,2.026e+2,1.335e-16,1.220e-15,1.932e+2,2.422e-10,8.015e-25,3.870e-17,,2.414e-27,9.419e+0
326.8,1.519e+2,1.355e-16,1.220e-15,1.436e+2,3.324e-11,8.012e-25,3.850e-17,,2.415e-27,8.306e+0
326.82,1.406e+2,1.369e-16,1.220e-15,1.318e+2,8.520e-12,8.009e-25,3.837e-17,,2.416e-27,8.768e+0
326.85,1.585e+2,1.390e-16,1.220e-15,1.471e+2,1.045e-12,8.006e-25,3.817e-17,,2.418e-27,1.146e+1
326.87,1.944e+2,1.404e-16,1.219e-15,1.797e+2,2.486e-13,8.004e-25,3.804e-17,,2.419e-27,1.471e+1
326.89,2.498e+2,1.418e-16,1.219e-15,2.307e+2,5.737e-14,8.001e-25,3.790e-17,,2.420e-27,1.919e+1
326.92,3.687e+2,1.439e-16,1.219e-15,3.405e+2,6.015e-15,7.998e-25,3.770e-17,,2.422e-27,2.818e+1
326.94,4.696e+2,1.453e-16,1.219e-15,4.341e+2,1.288e-15,7.995e-25,3.757e-17,,2.423e-27,3.550e+1
326.97,6.448e+2,1.474e-16,1.219e-15,5.970e+2,1.098e-16,7.992e-25,3.737e-17,,2.425e-27,4.781e+1
326.99,7.695e+2,1.488e-16,1.218e-15,7.132e+2,1.097e-16,7.989e-25,3.724e-17,,2.426e-27,5.628e+1
327.02,9.499e+2,1.509e-16,1.218e-15,8.818e+2,1.096e-16,7.986e-25,3.704e-17,,2.427e-27,6.805e+1
327.04,1.053e+3,1.523e-16,1.218e-15,9.789e+2,1.096e-16,7.983e-25,3.691e-17,,2.428e-27,7.442e+1
327.07,1.163e+3,1.544e-16,1.218e-15,1.083e+3,1.095e-16,7.980e-25,3.671e-17,,2.430e-27,8.049e+1
327.09,1.197e+3,1.558e-16,1.218e-15,1.116e+3,1.094e-16,7.977e-25,3.658e-17,,2.431e-27,8.170e+1
327.12,1.182e+3,1.579e-16,1.217e-15,1.103e+3,1.094e-16,7.974e-25,3.638e-17,,2.433e-27,7.899e+1
327.14,1.129e+3,1.593e-16,1.217e-15,1.055e+3,1.093e-16,7.971e-25,3.625e-17,,2.434e-27,7.441e+1
327.17,9.967e+2,1.614e-16,1.217e-15,9.323e+2,1.092e-16,7.968e-25,3.605e-17,,2.435e-27,6.432e+1
327.19,8.834e+2,1.628e-16,1.217e-15,8.272e+2,1.092e-16,7.966e-25,3.592e-17,,2.436e-27,5.622e+1
327.22,6.971e+2,1.649e-16,1.216e-15,6.536e+2,1.091e-16,7.962e-25,3.572e-17,,2.438e-27,4.346e+1
327.24,5.734e+2,1.663e-16,1.216e-15,5.382e+2,1.090e-16,7.960e-25,3.559e-17,,2.439e-27,3.528e+1
327.26,4.578e+2,1.677e-16,1.216e-15,4.300e+2,1.090e-16,7.957e-25,3.546e-17,,2.440e-27,2.782e+1
327.29,3.089e+2,1.698e-16,1.216e-15,2.904e+2,1.089e-16,7.954e-25,3.526e-17,,2.442e-27,1.850e+1
327.31,2.290e+2,1.712e-16,1.216e-15,2.153e+2,1.088e-16,7.951e-25,3.512e-17,,2.443e-27,1.368e+1
327.34,1.385e+2,1.733e-16,1.215e-15,1.300e+2,1.087e-16,7.948e-25,3.493e-17,,2.444e-27,8.478e+0
327.36,9.566e+1,1.747e-16,1.215e-15,8.945e+1,1.087e-16,7.945e-25,3.479e-17,,2.446e-27,6.210e+0
327.39,5.255e+1,1.768e-16,1.215e-15,4.827e+1,1.086e-16,7.942e-25,3.460e-17,,2.447e-27,4.276e+0
327.41,3.458e+1,1.782e-16,1.215e-15,3.082e+1,1.085e-16,7.939e-25,3.446e-17,,2.448e-27,3.762e+0
327.44,1.871e+1,1.803e-16,1.215e-15,1.487e+1,1.084e-16,7.936e-25,3.427e-17,,2.450e-27,3.841e+0
327.46,1.311e+1,1.817e-16,1.214e-15,8.813e+0,1.084e-16,7.933e-25,3.413e-17,,2.451e-27,4.302e+0
327.49,9.176e+0,1.838e-16,1.214e-15,3.813e+0,1.083e-16,7.930e-25,3.393e-17,,2.452e-27,5.362e+0
327.51,8.308e+0,1.852e-16,1.214e-15,2.121e+0,1.082e-16,7.928e-25,3.380e-17,,2.454e-27,6.187e+0
327.54,8.294e+0,1.873e-16,1.214e-15,9.055e-1,1.082e-16,7.924e-25,3.360e-17,,2.455e-27,7.389e+0
327.56,8.671e+0,1.887e-16,1.214e-15,6.159e-1,1.081e-16,7.922e-25,3.347e-17,,2.456e-27,8.055e+0
327.59,9.403e+0,1.908e-16,1.213e-15,7.075e-1,1.080e-16,7.918e-25,3.327e-17,,2.458e-27,8.695e+0
327.61,9.962e+0,1.922e-16,1.213e-15,1.140e+0,1.080e-16,7.916e-25,3.314e-17,,2.459e-27,8.822e+0
327.63,1.069e+1,1.936e-16,1.213e-15,2.004e+0,1.079e-16,7.913e-25,3.301e-17,,2.460e-27,8.690e+0
327.66,1.270e+1,1.956e-16,1.213e-15,4.667e+0,1.078e-16,7.910e-25,3.281e-17,,2.462e-27,8.035e+0
327.68,1.531e+1,1.970e-16,1.213e-15,7.960e+0,1.078e-16,7.907e-25,3.268e-17,,2.463e-27,7.347e+0
327.71,2.287e+1,1.991e-16,1.212e-15,1.680e+1,1.077e-16,7.904e-25,3.248e-17,,2.464e-27,6.075e+0
327.73,3.179e+1,2.005e-16,1.212e-15,2.663e+1,1.076e-16,7.901e-25,3.235e-17,,2.465e-27,5.156e+0
327.76,5.411e+1,2.026e-16,1.212e-15,5.030e+1,1.075e-16,7.898e-25,3.215e-17,,2.467e-27,3.813e+0
